議案屆次別,大會類別,類別,選區,議員,質詢內容,相關局處,質詢日期,議事錄頁碼開頭,發言開頭2句話,關鍵字（法案名字、簡稱、地名）
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,提高體育運動選手比賽獎金與參賽經費。,觀光局,2019/5/7,p.567,接下來還是一樣，從第1 次臨時會、第2 次臨時會到這一次的定期會，我還是要計較這些錢,體育、獎金
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,提高體育運動選手比賽獎金與參賽經費。,觀光局,2019/5/7,p.567,接下來還是一樣，從第1 次臨時會、第2 次臨時會到這一次的定期會，我還是要計較這些錢,體育、獎金
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,爭取在86快速道路下設立特色公園，提供民眾休閒使用。,工務局,2019/5/7,p.568,再談到公園綠地，公園綠地的部分其實上一次的臨時會本席也有提出,86快速道路、特色公園
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,二空新村改建後缺少傳統市場和活動中心，造成民眾不便。,都發局,2019/5/7,p.569,接下來是二空新村，莊局長，這個地方在眷村改建的時候，眷村的民眾一直強力的要求,二空新村、市場、活動中心
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,城西焚化爐大修，垃圾終端處理須注意。,環保局,2019/5/7,p.569,請環保局看一下，這些都是垃圾亂倒的情形，要注意的是最後垃圾處理的終端一定要做好,城西焚化爐
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,盡快興建關廟新光里南北寮橋。,工務局,2019/5/7,p.569,蘇局長，這是關廟新光里南北寮橋，原本是嘉邑行善團要捐,關廟、新光里、南北寮橋
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,小巨蛋功能融合到多功能會展中心，原有的土地留待更好的開發。,市長,2019/5/8,p.571,在之前關於跨區域的思考，我認為很多的局處首長都還在任中，以小巨蛋為例,小巨蛋、多功能會展中心
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,建議房屋稅可以進一步調降，追溯15年的老房子。,市長,2019/5/8,p.572,第二部分就是房屋稅的問題，雖然我們做到全面調降已經是很大的勇氣了,房屋稅
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,贊同市府保護龍崎環境的決策。,市長,2019/5/8,p.573,這是我順帶讓市長看一下，這個過程是我全程參與的，當時為了龍崎案,龍崎
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,以都會區為中心將週圍景點串聯起來，發展觀光及休閒農業。,市長,2019/5/8,p.574,我談到跨區域思考，我今天的內容就會提到觀光、文化、社會福利及交通,觀光
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,補貼保母費用、增加托育設備經費，讓保母能夠安心簽約。,市長,2019/5/8,p.574,說完了觀光，接下來面對一個要花經費的課題，花錢重不重要？,保母
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,希望65歲以上中低收入戶老人免繳健保費。,市長,2019/5/8,p.575,65 歲以上老人應免健保費，坦白講很多議員主張過，我也表達支持,65歲以上、健保費
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,爭取捷運藍線延伸至永康、連結南科到沙崙的道路。,市長,2019/5/8,p.576,其實我要討論的事情很多，50 分鐘完全不夠表達，所以交通的部分我就快速講過去,捷運、藍線、永康、南科、沙崙
第3屆第1次,定期會,市政總質詢,第十選區,蔡旺詮,爭取建設台南市音樂廳。,市長,2019/5/8,p.577,再來，這也是我選舉時黃偉哲市長還是參選人的時候，我們為了爭取音樂廳開過記者會,音樂廳
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,加速二王公墓遷葬速度，並利用周圍土地建設停車場。,市長,2019/5/8,p.579,最後我今天簡單就幾個地方來探討，想問一下市長，二王公墓何時可以完全遷移？,二王公墓、停車場
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,爭取建設五王里活動中心。,市長,2019/5/8,p.581,第三個問題，缺乏活動中心，也跟市長跟各長官提過，二王公墓土地接觸了8 個里,五王里、活動中心
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,爭取建設永康國民運動中心。,市長,2019/5/8,p.581,前面有跟大家提到縣市合併之前有規劃小巨蛋，但後來可能因為與體育場距離太近,國民運動中心
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,復華三街下方被填充垃圾，造成土石流問題，應預先防範。,市長,2019/5/8,p.582,第六個問題在二王公墓裡有新闢復華三街，因為早期下方被填充許多垃圾,復華三街
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,捷運藍線規劃路線周遭道路交通混亂。,市長,2019/5/8,p.582,針對交通篇，因為我的範圍比較小，所以我針對永康周邊捷運藍線、紅線交通至今仍尚未改善的問題,藍線、交通
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,詢問永康忠孝路拓寬進度。,工務局,2019/5/8,p.583,再來，還有一個延伸議題，這可能要問工務局的蘇局長,永康、忠孝路
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,平實營區水溝蓋、電線等要設置在人行道上。,工務局,2019/5/8,p.583,另外一個延伸議題，永康平實營區都更案對臺南來說是一個很新的都更案,平實營區、人行道
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,慈光九村都更區域，規劃做為改善大灣交流道交通問題。,都發局,2019/5/8,p.583,另外，這個議題永康區慈光九村都更案就在大灣交流道旁,慈光九村、大灣交流道
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,希望殘障人士輕型代步車列入市府社會局補助範圍。,市長,2019/5/8,p.584,另外，我上禮拜六才與殘障協會一同舉辦全國殘障朋友的槌球比賽，,殘障、代步車
第3屆第1次,定期會,市政總質詢,第七選區,李鎮國,詢問飛雁新村與遠雄集團解約進度，並可以打造為文化園區。,市長,2019/5/8,p.585,我另外還想追加一個問題，市長大概可以答覆，永康的飛雁新村是不是已經可以和平的跟遠雄集團解約？,飛雁新村、文化園區
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,希望還沒換發的門牌字體可以加大。,市長,2019/5/8,p.586,我今天第一點要說的是，市長也好，民政局長也好，都沒有相關，這是前任的決定,門牌
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,建議市府讓未登記的寺廟趕快補登記，讓寺廟合法化。,市長,2019/5/8,p.586,民政局局長，有些寺廟的人跟我反應民國90、91 年有補辦寺廟登記,寺廟、登記
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,希望六甲可以興建第二間納骨塔。,市長,2019/5/8,p.587,這件案子我相信在第一、二屆的議員中，我就一直關心這個議題。,六甲、納骨塔
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,希望農業局能設立產銷平台，掌握未來生產的作物。,市長,2019/5/8,p.588,農業局局長，今年316 立委補選的時候，對麻豆的柚子很傷腦筋,農業局、產銷平台
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,遇到災損不要一定要有水權狀才能補貼，要適當的放寬標準。,市長,2019/5/8,p.589,接下來提養殖業，養殖業者表示沒有水權狀就無法申請補貼。,水權狀
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,農忙柚子採收時希望可以合法聘僱外籍勞工，補足農業缺工問題。,市長,2019/5/8,p.590,我時常關心農民的問題，麻豆柚子採收時，我有說過柚子一直長，長到這麼高,外勞
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,不要設立六甲毛小孩教育園區，應改為長照中心。,市長,2019/5/8,p.590,六甲營區要設立毛小孩教育園區，目前在六甲不管走到哪，都沒有人認同、接受。,六甲、毛小孩教育園區、長照中心
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,希望各區都要有公托中心。,社會局,2019/5/8,p.591,下個議題，我在之前就感謝過社會局局長，有幫麻豆做一個托育資源中心,公托
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,希望調降麻豆市場租金。,經發局,2019/5/8,p.593,麻豆的市場很可憐，我一直強調市政府經發局是有責任的，市長也有責任,麻豆、市場
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,希望將農地違章工廠就地合法化。,經發局,2019/5/8,p.594,其次，關於工廠合法性的問題，我相信秘書長也很清楚，我希望能像蘇貞昌院長一樣，將農業違建的工廠合法化？,農地工廠
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,麻豆工業區南側工廠市地重劃空間規劃問題。,市長,2019/5/8,p.594,麻豆人反映麻佳路左手邊的工廠區塊是否這次沒有在麻豆工業區的規劃範圍內？,麻豆工業區、市地重劃
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,詢問某橋興建進度及經費問題。,工務局,2019/5/8,p.595,"工務局局長，這一案我也說過了，從去年你說第六河川局補助3,000 多萬做橋，這座橋有機會做嗎？",
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,詢問下營到大屯防汛道路施作進度。,工務局,2019/5/8,p.596,關於84 線，下營很多百姓跟我說，底下張圖是麻豆下營交流道下方,
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,詢問六甲外環道施工進度。,工務局,2019/5/8,p.597,六甲外環道第一期快完工了，局長，接著第二、三期呢？,六甲、外環道
第3屆第1次,定期會,市政總質詢,第三選區,吳通龍,葫蘆埤個案土地無法蓋房子問題。,市長,2019/5/8,p.597,地主的土地被市府徵收後，現在他們要蓋房子，市長，可以蓋嗎？,葫蘆埤
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,運河整治，增加安平夜間觀光行程，延長古蹟開放時間。,市長,2019/5/9,p.599,臺南市前陣子下了一陣春雨，3 月11 日運河新臨安橋跟永華橋路段出現大量死魚,運河、古蹟、安平
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,漁光島交通、停車空間、廁所不足，並希望藝術節可以換地方輪流舉辦。,市長,2019/5/9,p.600,再來，這是漁光島的部分，在此先跟市府團隊說「大家辛苦了」,漁光島、藝術節
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,黃金海岸養灘，整治親水公園，可帶來觀光效益。,市長,2019/5/9,p.600,漁光島藝術節要辦得很成功就是要有這麼漂亮的海岸線，最基本有這麼漂亮的海岸線，也要有這麼特殊的天然環境,黃金海岸、養灘、親水公園
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,要求市府增設特色公園，詢問明和公園進度。,工務局,2019/5/9,p.603,市長，我也是2 個孩子的媽媽，沖繩這地方我也為了他們的特色公園特地帶小孩子去,特色公園、明和公園
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,建議安平興建海洋主題特色公園。,市長,2019/5/9,p.605,市長，我想建議一下，像這些設施都是以海盜船的角度來設計,安平、海洋主題、特色公園
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,明興路路平計畫實施進度。,工務局,2019/5/9,p.606,接下來明興路是我們灣裡跟喜樹回家的路，因為從市區往南只有3 條道路,明興路、路平計畫
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,詢問利南街箱涵工程施作進度。,水利局,2019/5/9,p.607,關於利南街箱涵工程，我有跟水利局了解過，這是在2018 年也就是去年3 月份動工的,利南街、箱涵
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,提高生育補助，並提高公立幼兒園園數。,市長,2019/5/9,p.607,再來，關於少子化的問題，來跟大家討論一下，2018 年就有報導,生育補助、公幼
第3屆第1次,定期會,市政總質詢,第九選區,周麗津,65歲以上老人免健保費，附帶排富條款。,市長,2019/5/9,p.608,65 歲以上的長輩，在六都當中，只有臺南市針對一般老人沒有健保費用的補助,健保費、65歲以上、排富
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,城鄉差距大，道路破損嚴重。,市長,2019/5/9,p.610,在賴清德前市長執政7 年多來，臺南市是所有六都中建設最落後的,道路
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,65歲以上老人免健保費。,市長,2019/5/9,p.610,再來，65歲以上長輩健保費的問題，很多議員同事都有提出來,65歲以上、健保費
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,自用住宅房屋稅率希望降至跟台北市一樣。,市長,2019/5/9,p.611,目前臺北市自用住宅的稅率是0.6％，臺南市是1.2％，是不是有辦法調降至跟臺北市一樣？,自用住宅、房屋稅
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,大北門區希望有到高鐵的接駁車，並增設七股到佳里早上班次的公車。,交通局,2019/5/9,p.612,交通局長，之前在業務報告時，本席有提出來跟您討論到大北門區高鐵接駁站的問題,高鐵、大北門區、接駁車、七股、佳里
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,加速七股都市計畫區審查速度。,都發局,2019/5/9,p.613,都發局長，七股都市計畫目前有一個地方就是七股里、玉成里跟大埕里，是嗎？,七股、都市計畫
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,解決七股科技工業區上游村莊排水問題。,經發局,2019/5/9,p.614,經發局長請教一下，七股工業區總共有142公頃，是嗎？,七股、科技工業區、排水
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,七股工業科技區廢水處理要謹慎，不要汙染國姓大橋。,經發局,2019/5/9,p.614,市長請坐。廢水往哪邊排？,七股、科技工業區、廢水
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,夜市垃圾處理費用要有一個公定的收費標準。,經發局,2019/5/9,p.615,再來請教你，夜市依法申請成立單位，是經過你們市場管理處負責的，既然核准他們，為何垃圾問題你們無法幫他們解決？,夜市、垃圾
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,漁民申請漁民證明遭遇困難，身分難以認定，希望要與民政局協調。,農業局,2019/5/9,p.616,請農業局長，局長縣市合併以來有一些措施都讓人看不懂，也想像不到,漁民、證明
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,流浪狗多傷人事件，不要結紮後又放回，應找場地收容。,農業局,2019/5/9,p.617,再來野狗的問題，業務報告時也有很多議員提出野狗的問題,流浪狗、結紮
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,要求提供貴黍轉作補助。,市長,2019/5/9,p.618,前幾天市長有來西港永樂社區參加記者會「用一種旅行說聚落的故事」,貴黍
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,處理好土地徵收問題，盡速蓋佳里第二個活動中心。,市長,2019/5/9,p.618,"市長，再來是佳里第二個活動中心，佳里總共59,055 人",佳里、活動中心
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,要求提供鄰長交通補助費。,民政局,2019/5/9,p.618,民政局長，鄰長是志工，他的工作其實也很多，包括市府若有需要都也會拜託他們幫忙發文宣,鄰長、交通補助費
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,西港外環道保存的鐵軌及道路規劃有衝突，希望能變更設計。,工務局,2019/5/9,p.619,請教工務局長，西港東側外環道路西濱工程，你看道路彎成這樣，網路上的反應很大,西港、外環道、鐵軌
第3屆第1次,定期會,市政總質詢,第二選區,方一峰,調解委員有年齡限制，應提前告知民眾。,民政局,2019/5/9,p.620,請教民政局長，人家要我提問的，調解委員目前有年齡的限制嗎？,調解委員
第3屆第1次,定期會,市政總質詢,第五選區,林志展,公幼部分，若有兄長、姐姐在該公幼就讀，弟妹應優先安排在同一學校。,教育局,2019/5/9,p.621,首先向教育局反映，公幼沒有學區的限制，很多家長為了上下班,公幼
第3屆第1次,定期會,市政總質詢,第五選區,林志展,希望能利用科學園區管理局補助地方經費增設幼兒園。,教育局,2019/5/9,p.621,108 年到111 年公共化幼兒園規劃要增加40 班,科學園區、幼兒園
第3屆第1次,定期會,市政總質詢,第五選區,林志展,將大營里12鄰列為小新國小的學區。,教育局,2019/5/9,p.622,接下來要跟教育局反映，現在小新國小的學區是小新里跟蓮潭里,大營里、小新國小
第3屆第1次,定期會,市政總質詢,第五選區,林志展,教育部有草案，鼓勵企業辦幼兒園或教保服務中心，提供教保服務。,教育局,2019/5/9,p.622,教育部在4 月29 日有公布一個設置標準草案，鼓勵企業辦理幼托,幼兒園、教保服務中心
第3屆第1次,定期會,市政總質詢,第五選區,林志展,爭取善化鐵路高架化。,交通局,2019/5/9,p.622,接下來跟交通局反映，臺南鐵路立體化往北延伸，局長先請坐,善化、鐵路、高架化
第3屆第1次,定期會,市政總質詢,第五選區,林志展,新市政中心是否興建應以公投決定，較有民意支持。,研考會,2019/5/9,p.623,市政中心，市長在前陣子有說不會胎死腹中，所以先期規劃定案報告書,新市政中心、公投
第3屆第1次,定期會,市政總質詢,第五選區,林志展,南科土地規劃，要考慮到安定區。,都發局,2019/5/9,p.623,我們南科區的發展，一期、二期大概面積剩10 多公頃尚未開發,南科、安定
第3屆第1次,定期會,市政總質詢,第五選區,林志展,要與中央協調，處理安定港仔尾、新庄仔淹水問題。,水利局,2019/5/9,p.624,現在跟水利局反映，去年8 月22 日的大雨造成安定區，局長您請坐,安定、港仔尾、新庄仔
第3屆第1次,定期會,市政總質詢,第五選區,林志展,詢問善化、新市、新化汙水下水道工程規畫進度。,水利局,2019/5/9,p.626,現在我們善化區、新市區跟新化區的污水下水道已經有規畫了嗎？,善化、新市、新化、汙水下水道
第3屆第1次,定期會,市政總質詢,第五選區,林志展,曾文溪渡槽橋自行車道路徑混亂，應設置路口意象便於遊客辨識。,文化局,2019/5/9,p.627,文化局，曾文溪渡槽橋的河灘公園自行車道沒有設置自行車標誌,曾文溪、渡槽橋、自行車道
第3屆第1次,定期會,市政總質詢,第五選區,林志展,山上北勢洲工業用地，公共設施、道路、供水供電等未開闢完成，會影響廠商設廠意願。,經發局,2019/5/9,p.627,再來跟經發局反映，山上北勢洲工業用地，在民國69 年開發,山上、北勢洲
第3屆第1次,定期會,市政總質詢,第五選區,林志展,詢問消防署瓦斯儲存場設置公文進度。,消防局,2019/5/9,p.627,接下來要向消防局反映，之前瓦斯儲存場的設置我有幫你們約了,消防署、瓦斯儲存場
第3屆第1次,定期會,市政總質詢,第五選區,林志展,南科LM區人行道改善工程，若無法順利發包出去，可以向廠商邀標。,工務局,2019/5/9,p.628,接下來工務局長，L、M 區有一筆經費是人行道的改善工程，這是前瞻計畫，最後是不是流標了3 次,南科、LM區、人行道
,,,第十選區,蔡筱薇,,,2019/5/10,,,
